;Manaus;TT_Prba
09/11/2019;1895;1922
10/11/2019;1898;1926,5
11/11/2019;1901;1928,5
12/11/2019;1907;1933,5
13/11/2019;1916;1937,5
14/11/2019;1920;1944
15/11/2019;1924;1949
16/11/2019;1928;1954
17/11/2019;1933;1959
18/11/2019;1939;1966,5
19/11/2019;1943;1972
20/11/2019;1948;1977,5
21/11/2019;1954;1983
22/11/2019;1963;1991
23/11/2019;1971;1999
24/11/2019;1980;2008
25/11/2019;1989;2016
26/11/2019;1996;2027
27/11/2019;2005;2037,5
28/11/2019;2017;2048,5
29/11/2019;2031;2060,5
30/11/2019;2042;2072
01/12/2019;2052;2079
02/12/2019;2062;2091,5
03/12/2019;2077;2101
04/12/2019;2090;2109,5
05/12/2019;2101;2115,5
06/12/2019;2114;2122,5
07/12/2019;2118;2129
08/12/2019;2122;2134,5
09/12/2019;2127;2139,5
10/12/2019;2131;2142,5
11/12/2019;2134;2147
12/12/2019;2138;2152
13/12/2019;2142;2158,5
14/12/2019;2145;2163,5
15/12/2019;2148;2169
16/12/2019;2152;2176
17/12/2019;2155;2182
18/12/2019;2160;2187,5
19/12/2019;2167;2196,5
20/12/2019;2172;2201
21/12/2019;2180;2211
22/12/2019;2189;2220
23/12/2019;2198;2229,5
24/12/2019;2204;2238,5
25/12/2019;2214;2250
26/12/2019;2225;2259,5
27/12/2019;2238;2267
28/12/2019;2247;2277,5
29/12/2019;2256;2286
30/12/2019;2266;2298
31/12/2019;2276;2305
01/01/2020;2287;2313
02/01/2020;2299;2321,5
03/01/2020;2306;2330
04/01/2020;2312;2336
05/01/2020;2318;2346
06/01/2020;2325;2352
07/01/2020;2332;2359
08/01/2020;2338;2368
09/01/2020;2343;2376
10/01/2020;2350;2382
11/01/2020;2356;2388
12/01/2020;2363;2395
13/01/2020;2370;2398,5
14/01/2020;2378;2403
15/01/2020;2386;2407
16/01/2020;2395;2412
17/01/2020;2406;2416
18/01/2020;2409;2419
19/01/2020;2412;2422
20/01/2020;2416;2425
21/01/2020;2420;2429
22/01/2020;2426;2430
23/01/2020;2432;2430,5
24/01/2020;2436;2431
25/01/2020;2440;2434
26/01/2020;2443;2437,5
27/01/2020;2446;2437,5
28/01/2020;2451;2438,5
29/01/2020;2453;2441
30/01/2020;2454;2442,5
31/01/2020;2455;2443
01/02/2020;2456;
02/02/2020;2457;
03/02/2020;2459;
04/02/2020;2460;
05/02/2020;2461;
06/02/2020;2462;
07/02/2020;2462;
08/02/2020;2462;
09/02/2020;2461;
10/02/2020;2459;
11/02/2020;2456;
12/02/2020;2454;
13/02/2020;2454;
14/02/2020;2455;
15/02/2020;2456;
16/02/2020;2458;
17/02/2020;2460;
18/02/2020;2461;
19/02/2020;2461;
20/02/2020;2461;
21/02/2020;2459;
22/02/2020;2457;
23/02/2020;2455;
24/02/2020;2454;
25/02/2020;2453;
26/02/2020;2452;
27/02/2020;2452;
28/02/2020;2454;
29/02/2020;2455;
01/03/2020;2455;
02/03/2020;2455;
03/03/2020;2456;
04/03/2020;2458;
05/03/2020;2460;
06/03/2020;2460;
07/03/2020;2460;
08/03/2020;2461;
09/03/2020;2463;
10/03/2020;2465;
11/03/2020;2467;
12/03/2020;2468;
13/03/2020;2469;
14/03/2020;2471;
15/03/2020;2474;
16/03/2020;2477;
17/03/2020;2480;
18/03/2020;2484;
19/03/2020;2487;
20/03/2020;2492;
21/03/2020;2496;
22/03/2020;2500;
23/03/2020;2505;
24/03/2020;2508;
25/03/2020;2510;
26/03/2020;2512;
27/03/2020;2513;
28/03/2020;2514;
29/03/2020;2516;
30/03/2020;2518;
31/03/2020;2522;
01/04/2020;2527;
02/04/2020;2534;
03/04/2020;2539;
04/04/2020;2541;
05/04/2020;2541;
06/04/2020;2541;
07/04/2020;2542;
08/04/2020;2543;
09/04/2020;2548;
10/04/2020;2553;
11/04/2020;2559;
12/04/2020;2566;
13/04/2020;2573;
14/04/2020;2577;
15/04/2020;2583;
16/04/2020;2588;
17/04/2020;2595;
18/04/2020;2602;
19/04/2020;2608;
20/04/2020;2614;
21/04/2020;2620;
22/04/2020;2625;
23/04/2020;2631;
24/04/2020;2636;
25/04/2020;2642;
26/04/2020;2649;
27/04/2020;2656;
28/04/2020;2663;
29/04/2020;2668;
30/04/2020;2672;
01/05/2020;2677;
02/05/2020;2682;
03/05/2020;2688;
04/05/2020;2695;
05/05/2020;2703;
06/05/2020;2708;
07/05/2020;2712;
08/05/2020;2719;
09/05/2020;2724;
10/05/2020;2728;
11/05/2020;2732;
12/05/2020;2736;
13/05/2020;2742;
14/05/2020;2747;
15/05/2020;2753;
16/05/2020;2759;
17/05/2020;2764;
18/05/2020;2768;
19/05/2020;2773;
20/05/2020;2779;
21/05/2020;2783;
22/05/2020;2787;
23/05/2020;2792;
24/05/2020;2797;
25/05/2020;2803;
26/05/2020;2807;
27/05/2020;2811;
28/05/2020;2817;
29/05/2020;2820;
30/05/2020;2823;
31/05/2020;2826;
01/06/2020;2828;
02/06/2020;2831;
03/06/2020;2833;
04/06/2020;2835;
05/06/2020;2838;
06/06/2020;2841;
07/06/2020;2844;
08/06/2020;2846;
09/06/2020;2847;
10/06/2020;2848;
11/06/2020;2849;
12/06/2020;2849;
13/06/2020;2849;
14/06/2020;2850;
15/06/2020;2851;
16/06/2020;2851;
17/06/2020;2851;
18/06/2020;2852;
19/06/2020;2852;
20/06/2020;2852;
21/06/2020;2851;
22/06/2020;2849;
23/06/2020;2847;
24/06/2020;2846;
25/06/2020;2845;
26/06/2020;2844;
27/06/2020;2843;
28/06/2020;2842;
29/06/2020;2840;
30/06/2020;2839;
01/07/2020;2838;
02/07/2020;2837;
03/07/2020;2835;
04/07/2020;2833;
05/07/2020;2832;
06/07/2020;2832;
07/07/2020;2832;
08/07/2020;2831;
09/07/2020;2830;
10/07/2020;2828;
11/07/2020;2826;
12/07/2020;2825;
13/07/2020;2824;
14/07/2020;2823;
15/07/2020;2820;
16/07/2020;2817;
17/07/2020;2815;
